community,county,tier,url (unchanged),fallback shown on site
Shadow Lakes Condos,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadow-Lakes-Condos/,https://www.paradiserealtyfla.com/pinellas-county/
Shadow Lawn No 2,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadow-Lawn-No-2/,https://www.paradiserealtyfla.com/brevard-county/
Shadow Lawn Sub,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadow-Lawn-Sub/,https://www.paradiserealtyfla.com/polk-county/
Shadow Wood Sub,Columbia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadow-Wood-Sub/,https://www.paradiserealtyfla.com/columbia-county/
Shadow Woods,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadow-Woods/,https://www.paradiserealtyfla.com/marion-county/
Shadowlake Village At Woodfield,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadowlake-Village-At-Woodfield/,https://www.paradiserealtyfla.com/pinellas-county/
Shadowlawn Annex,Hernando,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shadowlawn-Annex/,https://www.paradiserealtyfla.com/hernando-county/
Shady Acres Add 01,Sumter,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Acres-Add-01/,https://www.paradiserealtyfla.com/sumter-county/
Shady Acres Condo,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Acres-Condo/,https://www.paradiserealtyfla.com/volusia-county/
Shady Banks,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Banks/,https://www.paradiserealtyfla.com/broward-county/
Shady Banks On New River,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Banks-On-New-River/,https://www.paradiserealtyfla.com/broward-county/
Shady Deal,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Deal/,https://www.paradiserealtyfla.com/osceola-county/
Shady Hills,Pasco,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Hills/,https://www.paradiserealtyfla.com/pasco-county/
Shady Hollow Sub,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Hollow-Sub/,https://www.paradiserealtyfla.com/hillsborough-county/
Shady Lane Estate,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Lane-Estate/,https://www.paradiserealtyfla.com/marion-county/
Shady Lane Sub,Levy,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Lane-Sub/,https://www.paradiserealtyfla.com/levy-county/
Shady Mdw Estates,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Mdw-Estates/,https://www.paradiserealtyfla.com/volusia-county/
Shady Oak Estates,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Oak-Estates/,https://www.paradiserealtyfla.com/polk-county/
Shady Oak Farms,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Oak-Farms/,https://www.paradiserealtyfla.com/pinellas-county/
Shady Rest,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Rest/,https://www.paradiserealtyfla.com/hillsborough-county/
Shady Rest Lot 5,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Rest-Lot-5/,https://www.paradiserealtyfla.com/hillsborough-county/
Shady Road Acres,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Road-Acres/,https://www.paradiserealtyfla.com/marion-county/
Shady Road Farms,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Road-Farms/,https://www.paradiserealtyfla.com/marion-county/
Shady Road Professional Center,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Road-Professional-Center/,https://www.paradiserealtyfla.com/marion-county/
Shady Road Ranches,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Road-Ranches/,https://www.paradiserealtyfla.com/marion-county/
Shady Villas Unit 02,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Villas-Unit-02/,https://www.paradiserealtyfla.com/brevard-county/
Shady Wood 01,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Wood-01/,https://www.paradiserealtyfla.com/marion-county/
Shady Wood Un 01,Marion,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shady-Wood-Un-01/,https://www.paradiserealtyfla.com/marion-county/
Shaker Village,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shaker-Village/,https://www.paradiserealtyfla.com/broward-county/
Shakespeare Park,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shakespeare-Park/,https://www.paradiserealtyfla.com/brevard-county/
Shakett Creek Pointe,Sarasota,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shakett-Creek-Pointe/,https://www.paradiserealtyfla.com/sarasota-county/
Shakett Island,Sarasota,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shakett-Island/,https://www.paradiserealtyfla.com/sarasota-county/
Shamrock Acers Unrec Sub,Citrus,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shamrock-Acers-Unrec-Sub/,https://www.paradiserealtyfla.com/citrus-county/
Shamrock Court,Pasco,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shamrock-Court/,https://www.paradiserealtyfla.com/pasco-county/
Shangri La Sub Unit,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shangri-La-Sub-Unit/,https://www.paradiserealtyfla.com/hillsborough-county/
Shangri La Village,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shangri-La-Village/,https://www.paradiserealtyfla.com/volusia-county/
Sharamere Woods,Charlotte,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sharamere-Woods/,https://www.paradiserealtyfla.com/charlotte-county/
Sharden Acres 1st Add,Alachua,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sharden-Acres-1st-Add/,https://www.paradiserealtyfla.com/alachua-county/
Sharon Oaks,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sharon-Oaks/,https://www.paradiserealtyfla.com/pinellas-county/
Sharps Add To The City Of Manatee,Manatee,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sharps-Add-To-The-City-Of-Manatee/,https://www.paradiserealtyfla.com/manatee-county/
Shaw Place,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shaw-Place/,https://www.paradiserealtyfla.com/hillsborough-county/
Shaws Resub,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shaws-Resub/,https://www.paradiserealtyfla.com/pinellas-county/
Shearwater At Jonathans Landing,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shearwater-At-Jonathans-Landing/,https://www.paradiserealtyfla.com/palm-beach-county/
Sheeler Hills,Orange,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheeler-Hills/,https://www.paradiserealtyfla.com/orange-county/
Sheffield At Lakeside Estates Ph 2,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheffield-At-Lakeside-Estates-Ph-2/,https://www.paradiserealtyfla.com/osceola-county/
Sheffield Manor,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheffield-Manor/,https://www.paradiserealtyfla.com/pinellas-county/
Sheffield Woods At Wellington,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheffield-Woods-At-Wellington/,https://www.paradiserealtyfla.com/palm-beach-county/
Sheldon Chase,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheldon-Chase/,https://www.paradiserealtyfla.com/hillsborough-county/
Sheldons New Smyrna,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheldons-New-Smyrna/,https://www.paradiserealtyfla.com/volusia-county/
Shell Beach Addition,Manatee,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shell-Beach-Addition/,https://www.paradiserealtyfla.com/manatee-county/
Shell Creek Heights,Charlotte,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shell-Creek-Heights/,https://www.paradiserealtyfla.com/charlotte-county/
Shell Point Manor,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shell-Point-Manor/,https://www.paradiserealtyfla.com/hillsborough-county/
Shell Rock Villas,Alachua,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shell-Rock-Villas/,https://www.paradiserealtyfla.com/alachua-county/
Shelter Islands 1st Add 4,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shelter-Islands-1st-Add-4/,https://www.paradiserealtyfla.com/broward-county/
Shelton Heights,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shelton-Heights/,https://www.paradiserealtyfla.com/pinellas-county/
Shelton Terrace,Orange,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shelton-Terrace/,https://www.paradiserealtyfla.com/orange-county/
Shepherd Cove,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shepherd-Cove/,https://www.paradiserealtyfla.com/polk-county/
Shepherd Oaks Ph 01,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shepherd-Oaks-Ph-01/,https://www.paradiserealtyfla.com/polk-county/
Sherbrooke Estates,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherbrooke-Estates/,https://www.paradiserealtyfla.com/palm-beach-county/
Sheridan Beach Club,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheridan-Beach-Club/,https://www.paradiserealtyfla.com/broward-county/
Sherman Farms,Orange,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherman-Farms/,https://www.paradiserealtyfla.com/orange-county/
Sherman Hills Ph V,Hernando,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherman-Hills-Ph-V/,https://www.paradiserealtyfla.com/hernando-county/
Sherville Park 03,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherville-Park-03/,https://www.paradiserealtyfla.com/volusia-county/
Sherwood Acres Unit 1,St. Lucie,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherwood-Acres-Unit-1/,https://www.paradiserealtyfla.com/st-lucie-county/
Sherwood Estates,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherwood-Estates/,https://www.paradiserealtyfla.com/brevard-county/
Sherwood Manor,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherwood-Manor/,https://www.paradiserealtyfla.com/pinellas-county/
Sherwood Mobile Manor Unrec Sub,Citrus,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherwood-Mobile-Manor-Unrec-Sub/,https://www.paradiserealtyfla.com/citrus-county/
Sherwood Oaks Pud,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherwood-Oaks-Pud/,https://www.paradiserealtyfla.com/volusia-county/
Sherwood Village Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sherwood-Village-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Sheryl Manor Unit 2 1st Add,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Sheryl-Manor-Unit-2-1st-Add/,https://www.paradiserealtyfla.com/pinellas-county/
Shetland Ridge,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shetland-Ridge/,https://www.paradiserealtyfla.com/hillsborough-county/
Shiloh Rdg,Columbia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shiloh-Rdg/,https://www.paradiserealtyfla.com/columbia-county/
Shiloh Ridge Sub,Columbia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shiloh-Ridge-Sub/,https://www.paradiserealtyfla.com/columbia-county/
Shingle Crk Resrv At Oaks,Osceola,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shingle-Crk-Resrv-At-Oaks/,https://www.paradiserealtyfla.com/osceola-county/
Shiocton Heights,Orange,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shiocton-Heights/,https://www.paradiserealtyfla.com/orange-county/
Shipwatch Five,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shipwatch-Five/,https://www.paradiserealtyfla.com/pinellas-county/
Shire 1st Add,Brevard,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shire-1st-Add/,https://www.paradiserealtyfla.com/brevard-county/
Shirley Shores,Lake,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shirley-Shores/,https://www.paradiserealtyfla.com/lake-county/
Shivers Acres,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shivers-Acres/,https://www.paradiserealtyfla.com/polk-county/
Shoma,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shoma/,https://www.paradiserealtyfla.com/palm-beach-county/
Shoma Townhomes At Keyscove Condo,Miami-Dade,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shoma-Townhomes-At-Keyscove-Condo/,https://www.paradiserealtyfla.com/miami-dade-county/
Shore Acres Connecticut Ave Rep,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Acres-Connecticut-Ave-Rep/,https://www.paradiserealtyfla.com/pinellas-county/
Shore Acres Overlook,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Acres-Overlook/,https://www.paradiserealtyfla.com/pinellas-county/
Shore Acres Sec 1 Twin Lakes Add,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Acres-Sec-1-Twin-Lakes-Add/,https://www.paradiserealtyfla.com/pinellas-county/
Shore Acres Venice Sec 2nd Pt Rep,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Acres-Venice-Sec-2nd-Pt-Rep/,https://www.paradiserealtyfla.com/pinellas-county/
Shore Acres Venice Sec 2nd Rep,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Acres-Venice-Sec-2nd-Rep/,https://www.paradiserealtyfla.com/pinellas-county/
Shore Club,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Club/,https://www.paradiserealtyfla.com/broward-county/
Shore House Twnhms Un 5,Hillsborough,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-House-Twnhms-Un-5/,https://www.paradiserealtyfla.com/hillsborough-county/
Shore Side Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shore-Side-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Shorefront Cove,Orange,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shorefront-Cove/,https://www.paradiserealtyfla.com/orange-county/
Shoreham Condo,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shoreham-Condo/,https://www.paradiserealtyfla.com/palm-beach-county/
Shorehom By The Sea,Volusia,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shorehom-By-The-Sea/,https://www.paradiserealtyfla.com/volusia-county/
Shoreland,Broward,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shoreland/,https://www.paradiserealtyfla.com/broward-county/
Shorelin Ranch,Lake,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shorelin-Ranch/,https://www.paradiserealtyfla.com/lake-county/
Shoreline Rep,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shoreline-Rep/,https://www.paradiserealtyfla.com/pinellas-county/
Shores 3,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-3/,https://www.paradiserealtyfla.com/palm-beach-county/
Shores 4,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-4/,https://www.paradiserealtyfla.com/palm-beach-county/
Shores At Boca Raton Ph 0,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-At-Boca-Raton-Ph-0/,https://www.paradiserealtyfla.com/palm-beach-county/
Shores At Boca Raton Ph 1,Palm Beach,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-At-Boca-Raton-Ph-1/,https://www.paradiserealtyfla.com/palm-beach-county/
Shores At Lake Sears,Polk,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-At-Lake-Sears/,https://www.paradiserealtyfla.com/polk-county/
Shores Lake Killarney Sec 02,Orange,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-Lake-Killarney-Sec-02/,https://www.paradiserealtyfla.com/orange-county/
Shores Of Long Bayou,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-Of-Long-Bayou/,https://www.paradiserealtyfla.com/pinellas-county/
Shores Of Madeira Condo,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-Of-Madeira-Condo/,https://www.paradiserealtyfla.com/pinellas-county/
Shores Of Panama Ii,Bay,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-Of-Panama-Ii/,https://www.paradiserealtyfla.com/bay-county/
Shores Plaza East,Miami-Dade,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shores-Plaza-East/,https://www.paradiserealtyfla.com/miami-dade-county/
Shoreview Ph I,Pinellas,resale,https://www.paradiserealtyfla.com/listings/subdivision/Shoreview-Ph-I/,https://www.paradiserealtyfla.com/pinellas-county/
